"","CGID"
"60660","cg26270116"
"60661","cg26271572"
"60662","cg26273127"
"60663","cg26275480"
"60664","cg26277023"
"60665","cg26277102"
"60666","cg26278134"
"60667","cg26278611"
"60668","cg26278764"
"60669","cg26279070"
"60670","cg26279082"
"60671","cg26280904"
"60672","cg26281655"
"60673","cg26281921"
"60674","cg26281964"
"60675","cg26281971"
"60676","cg26282123"
"60677","cg26282384"
"60678","cg26283008"
"60679","cg26283202"
"60680","cg26283801"
"60681","cg26283963"
"60682","cg26284905"
"60683","cg26286937"
"60684","cg26287988"
"60685","cg26288595"
"60686","cg26288719"
"60687","cg26288779"
"60688","cg26289712"
"60689","cg26290638"
"60690","cg26293920"
"60691","cg26294145"
"60692","cg26294410"
"60693","cg26294691"
"60694","cg26295328"
"60695","cg26295559"
"60696","cg26296069"
"60697","cg26296488"
"60698","cg26296762"
"60699","cg26296957"
"60700","cg26297792"
"60701","cg26298583"
"60702","cg26299763"
"60703","cg26300500"
"60704","cg26300672"
"60705","cg26304681"
"60706","cg26306424"
"60707","cg26306683"
"60708","cg26307206"
"60709","cg26307624"
"60710","cg26308506"
"60711","cg26308932"
"60712","cg26309458"
"60713","cg26309854"
"60714","cg26310483"
"60715","cg26310643"
"60716","cg26311099"
"60717","cg26311179"
"60718","cg26312150"
"60719","cg26312897"
"60720","cg26313233"
"60721","cg26313441"
"60722","cg26313888"
"60723","cg26314478"
"60724","cg26314806"
"60725","cg26316511"
"60726","cg26316702"
"60727","cg26317888"
"60728","cg26320080"
"60729","cg26320148"
"60730","cg26320173"
"60731","cg26321198"
"60732","cg26321609"
"60733","cg26321613"
"60734","cg26321779"
"60735","cg26322285"
"60736","cg26322995"
"60737","cg26323746"
"60738","cg26324057"
"60739","cg26324366"
"60740","cg26325163"
"60741","cg26326806"
"60742","cg26328058"
"60743","cg26328180"
"60744","cg26328893"
"60745","cg26328924"
"60746","cg26329376"
"60747","cg26329816"
"60748","cg26330321"
"60749","cg26330547"
"60750","cg26330577"
"60751","cg26331067"
"60752","cg26331226"
"60753","cg26332191"
"60754","cg26333224"
"60755","cg26333317"
"60756","cg26334195"
"60757","cg26335377"
"60758","cg26335633"
"60759","cg26338386"
"60760","cg26338627"
"60761","cg26339180"
"60762","cg26339933"
"60763","cg26340084"
"60764","cg26340088"
"60765","cg26340994"
"60766","cg26341086"
"60767","cg26341440"
"60768","cg26342214"
"60769","cg26343145"
"60770","cg26344794"
"60771","cg26345160"
"60772","cg26345693"
"60773","cg26346477"
"60774","cg26346930"
"60775","cg26348254"
"60776","cg26348684"
"60777","cg26350814"
"60778","cg26351468"
"60779","cg26352073"
"60780","cg26352439"
"60781","cg26353844"
"60782","cg26354157"
"60783","cg26354412"
"60784","cg26354750"
"60785","cg26355737"
"60786","cg26356169"
"60787","cg26356450"
"60788","cg26356683"
"60789","cg26357054"
"60790","cg26360088"
"60791","cg26360732"
"60792","cg26362605"
"60793","cg26365705"
"60794","cg26365847"
"60795","cg26366417"
"60796","cg26366649"
"60797","cg26367366"
"60798","cg26369269"
"60799","cg26369614"
"60800","cg26370022"
"60801","cg26370226"
"60802","cg26370285"
"60803","cg26371320"
"60804","cg26375473"
"60805","cg26376705"
"60806","cg26377653"
"60807","cg26378065"
"60808","cg26378201"
"60809","cg26379671"
"60810","cg26380350"
"60811","cg26382080"
"60812","cg26382696"
"60813","cg26383282"
"60814","cg26383454"
"60815","cg26383468"
"60816","cg26383935"
"60817","cg26384229"
"60818","cg26384382"
"60819","cg26385011"
"60820","cg26387072"
"60821","cg26388351"
"60822","cg26388668"
"60823","cg26389232"
"60824","cg26389500"
"60825","cg26391077"
"60826","cg26391702"
"60827","cg26392102"
"60828","cg26392441"
"60829","cg26394771"
"60830","cg26394837"
"60831","cg26396278"
"60832","cg26398510"
"60833","cg26399903"
"60834","cg26400985"
"60835","cg26403151"
"60836","cg26406150"
"60837","cg26406353"
"60838","cg26406475"
"60839","cg26407571"
"60840","cg26410121"
"60841","cg26410305"
"60842","cg26411409"
"60843","cg26412379"
"60844","cg26413076"
"60845","cg26413683"
"60846","cg26414841"
"60847","cg26415023"
"60848","cg26418690"
"60849","cg26419584"
"60850","cg26422129"
"60851","cg26422674"
"60852","cg26423693"
"60853","cg26424645"
"60854","cg26425045"
"60855","cg26425409"
"60856","cg26426348"
"60857","cg26426395"
"60858","cg26427472"
"60859","cg26428032"
"60860","cg26428191"
"60861","cg26429042"
"60862","cg26429636"
"60863","cg26429763"
"60864","cg26430420"
"60865","cg26430588"
"60866","cg26431547"
"60867","cg26432128"
"60868","cg26433812"
"60869","cg26434290"
"60870","cg26435281"
"60871","cg26435928"
"60872","cg26437112"
"60873","cg26437564"
"60874","cg26438516"
"60875","cg26438672"
"60876","cg26441097"
"60877","cg26441230"
"60878","cg26444097"
"60879","cg26444741"
"60880","cg26445530"
"60881","cg26445779"
"60882","cg26447146"
"60883","cg26448016"
"60884","cg26450044"
"60885","cg26450240"
"60886","cg26450259"
"60887","cg26451323"
"60888","cg26452868"
"60889","cg26453230"
"60890","cg26455685"
"60891","cg26456274"
"60892","cg26456399"
"60893","cg26456999"
"60894","cg26457511"
"60895","cg26458505"
"60896","cg26458567"
"60897","cg26458775"
"60898","cg26459312"
"60899","cg26460510"
"60900","cg26461352"
"60901","cg26461378"
"60902","cg26461666"
"60903","cg26461855"
"60904","cg26462239"
"60905","cg26463500"
"60906","cg26464207"
"60907","cg26465474"
"60908","cg26467187"
"60909","cg26467538"
"60910","cg26467999"
"60911","cg26469019"
"60912","cg26469366"
"60913","cg26469782"
"60914","cg26469793"
"60915","cg26469821"
"60916","cg26470641"
"60917","cg26470670"
"60918","cg26471040"
"60919","cg26471390"
"60920","cg26471469"
"60921","cg26471527"
"60922","cg26474814"
"60923","cg26475819"
"60924","cg26475912"
"60925","cg26475999"
"60926","cg26480141"
"60927","cg26480289"
"60928","cg26483432"
"60929","cg26484086"
"60930","cg26484361"
"60931","cg26484667"
"60932","cg26484916"
"60933","cg26485262"
"60934","cg26485376"
"60935","cg26486070"
"60936","cg26486919"
"60937","cg26487629"
"60938","cg26488634"
"60939","cg26488871"
"60940","cg26488985"
"60941","cg26489638"
"60942","cg26489837"
"60943","cg26490626"
"60944","cg26491431"
"60945","cg26493145"
"60946","cg26493904"
"60947","cg26494390"
"60948","cg26495473"
"60949","cg26495786"
"60950","cg26495837"
"60951","cg26496160"
"60952","cg26496307"
"60953","cg26496372"
"60954","cg26496534"
"60955","cg26496795"
"60956","cg26497631"
"60957","cg26498132"
"60958","cg26498595"
"60959","cg26499095"
"60960","cg26499232"
"60961","cg26501230"
"60962","cg26502456"
"60963","cg26502549"
"60964","cg26504614"
"60965","cg26505052"
"60966","cg26505663"
"60967","cg26506779"
"60968","cg26507521"
"60969","cg26508200"
"60970","cg26510975"
"60971","cg26511447"
"60972","cg26512459"
"60973","cg26513077"
"60974","cg26513634"
"60975","cg26513930"
"60976","cg26515694"
"60977","cg26516287"
"60978","cg26516882"
"60979","cg26518898"
"60980","cg26520399"
"60981","cg26520468"
"60982","cg26520677"
"60983","cg26521011"
"60984","cg26521207"
"60985","cg26523196"
"60986","cg26523649"
"60987","cg26525375"
"60988","cg26526315"
"60989","cg26526983"
"60990","cg26527913"
"60991","cg26528255"
"60992","cg26528541"
"60993","cg26529371"
"60994","cg26529655"
"60995","cg26531665"
"60996","cg26533193"
"60997","cg26533351"
"60998","cg26533368"
"60999","cg26533397"
"61000","cg26535723"
"61001","cg26536460"
"61002","cg26539823"
"61003","cg26541649"
"61004","cg26542912"
"61005","cg26544028"
"61006","cg26544559"
"61007","cg26544932"
"61008","cg26546244"
"61009","cg26548351"
"61010","cg26549114"
"61011","cg26549650"
"61012","cg26550149"
"61013","cg26552743"
"61014","cg26552859"
"61015","cg26552897"
"61016","cg26553501"
"61017","cg26554302"
"61018","cg26554353"
"61019","cg26556078"
"61020","cg26557423"
"61021","cg26558111"
"61022","cg26558363"
"61023","cg26558417"
"61024","cg26558420"
"61025","cg26558435"
"61026","cg26559703"
"61027","cg26560020"
"61028","cg26560068"
"61029","cg26560732"
"61030","cg26561570"
"61031","cg26562786"
"61032","cg26563141"
"61033","cg26563248"
"61034","cg26563889"
"61035","cg26564072"
"61036","cg26564329"
"61037","cg26565113"
"61038","cg26566992"
"61039","cg26567423"
"61040","cg26569349"
"61041","cg26570040"
"61042","cg26570901"
"61043","cg26573772"
"61044","cg26574460"
"61045","cg26576353"
"61046","cg26577529"
"61047","cg26577752"
"61048","cg26579491"
"61049","cg26579556"
"61050","cg26580332"
"61051","cg26580465"
"61052","cg26581886"
"61053","cg26582723"
"61054","cg26582829"
"61055","cg26583560"
"61056","cg26583619"
"61057","cg26585066"
"61058","cg26585202"
"61059","cg26585326"
"61060","cg26585454"
"61061","cg26586027"
"61062","cg26586508"
"61063","cg26586739"
"61064","cg26590079"
"61065","cg26592560"
"61066","cg26593262"
"61067","cg26594522"
"61068","cg26595362"
"61069","cg26598749"
"61070","cg26601609"
"61071","cg26603047"
"61072","cg26603264"
"61073","cg26603685"
"61074","cg26604232"
"61075","cg26604625"
"61076","cg26605488"
"61077","cg26605668"
"61078","cg26605865"
"61079","cg26605996"
"61080","cg26607991"
"61081","cg26611070"
"61082","cg26611926"
"61083","cg26612129"
"61084","cg26612736"
"61085","cg26612794"
"61086","cg26613586"
"61087","cg26613768"
"61088","cg26614117"
"61089","cg26614325"
"61090","cg26616932"
"61091","cg26618874"
"61092","cg26620288"
"61093","cg26620682"
"61094","cg26622699"
"61095","cg26623575"
"61096","cg26624031"
"61097","cg26624097"
"61098","cg26625571"
"61099","cg26626287"
"61100","cg26627129"
"61101","cg26627346"
"61102","cg26627392"
"61103","cg26627665"
"61104","cg26627780"
"61105","cg26628435"
"61106","cg26631477"
"61107","cg26632232"
"61108","cg26635346"
"61109","cg26635467"
"61110","cg26635836"
"61111","cg26636061"
"61112","cg26636244"
"61113","cg26636496"
"61114","cg26636806"
"61115","cg26636869"
"61116","cg26637826"
"61117","cg26639666"
"61118","cg26639730"
"61119","cg26641455"
"61120","cg26642409"
"61121","cg26642960"
"61122","cg26645879"
"61123","cg26647291"
"61124","cg26649140"
"61125","cg26650359"
"61126","cg26650701"
"61127","cg26650827"
"61128","cg26651122"
"61129","cg26651722"
"61130","cg26651879"
"61131","cg26652054"
"61132","cg26652666"
"61133","cg26653879"
"61134","cg26655790"
"61135","cg26656175"
"61136","cg26656947"
"61137","cg26657090"
"61138","cg26657357"
"61139","cg26657539"
"61140","cg26658846"
"61141","cg26659404"
"61142","cg26659569"
"61143","cg26660541"
"61144","cg26660656"
"61145","cg26660744"
"61146","cg26662583"
"61147","cg26663147"
"61148","cg26663609"
"61149","cg26663742"
"61150","cg26664737"
"61151","cg26665016"
"61152","cg26665391"
"61153","cg26665568"
"61154","cg26665679"
"61155","cg26665764"
"61156","cg26665785"
"61157","cg26667236"
"61158","cg26667585"
"61159","cg26668075"
"61160","cg26668691"
"61161","cg26668744"
"61162","cg26668895"
"61163","cg26669270"
"61164","cg26670620"
"61165","cg26670636"
"61166","cg26671117"
"61167","cg26671477"
"61168","cg26672502"
"61169","cg26673550"
"61170","cg26673648"
"61171","cg26674132"
"61172","cg26674331"
"61173","cg26675129"
"61174","cg26675289"
"61175","cg26675410"
"61176","cg26675682"
"61177","cg26675905"
"61178","cg26678835"
"61179","cg26679884"
"61180","cg26680765"
"61181","cg26683414"
"61182","cg26683794"
"61183","cg26685726"
"61184","cg26685975"
"61185","cg26686117"
"61186","cg26686339"
"61187","cg26687305"
"61188","cg26687496"
"61189","cg26687746"
"61190","cg26688472"
"61191","cg26688678"
"61192","cg26689682"
"61193","cg26689799"
"61194","cg26691059"
"61195","cg26692202"
"61196","cg26692224"
"61197","cg26692860"
"61198","cg26693293"
"61199","cg26693329"
"61200","cg26693601"
"61201","cg26693927"
"61202","cg26695210"
"61203","cg26695445"
"61204","cg26696855"
"61205","cg26697517"
"61206","cg26697650"
"61207","cg26699795"
"61208","cg26701510"
"61209","cg26703617"
"61210","cg26703956"
"61211","cg26706520"
"61212","cg26707149"
"61213","cg26708976"
"61214","cg26710926"
"61215","cg26711592"
"61216","cg26712680"
"61217","cg26714305"
"61218","cg26715170"
"61219","cg26717418"
"61220","cg26720007"
"61221","cg26723735"
"61222","cg26725786"
"61223","cg26727281"
"61224","cg26728141"
"61225","cg26728830"
"61226","cg26728851"
"61227","cg26729026"
"61228","cg26730862"
"61229","cg26731187"
"61230","cg26731834"
"61231","cg26733224"
"61232","cg26735886"
"61233","cg26736736"
"61234","cg26739327"
"61235","cg26739410"
"61236","cg26739510"
"61237","cg26740621"
"61238","cg26743317"
"61239","cg26743860"
"61240","cg26744859"
"61241","cg26744928"
"61242","cg26746482"
"61243","cg26746674"
"61244","cg26748425"
"61245","cg26748583"
"61246","cg26748898"
"61247","cg26750789"
"61248","cg26751406"
"61249","cg26751868"
"61250","cg26751877"
"61251","cg26757221"
"61252","cg26757562"
"61253","cg26758386"
"61254","cg26759036"
"61255","cg26761047"
"61256","cg26763368"
"61257","cg26764239"
"61258","cg26765260"
"61259","cg26765585"
"61260","cg26767198"
"61261","cg26767614"
"61262","cg26768765"
"61263","cg26770043"
"61264","cg26774205"
"61265","cg26775658"
"61266","cg26777149"
"61267","cg26778317"
"61268","cg26780333"
"61269","cg26781886"
"61270","cg26784913"
"61271","cg26785106"
"61272","cg26785230"
"61273","cg26785447"
"61274","cg26785464"
"61275","cg26785823"
"61276","cg26786504"
"61277","cg26788570"
"61278","cg26789634"
"61279","cg26790627"
"61280","cg26790897"
"61281","cg26791536"
"61282","cg26792398"
"61283","cg26793354"
"61284","cg26793518"
"61285","cg26795035"
"61286","cg26795179"
"61287","cg26795352"
"61288","cg26796483"
"61289","cg26796542"
"61290","cg26796851"
"61291","cg26796990"
"61292","cg26797811"
"61293","cg26797895"
"61294","cg26799339"
"61295","cg26799398"
"61296","cg26800237"
"61297","cg26802968"
"61298","cg26803770"
"61299","cg26804577"
"61300","cg26804995"
"61301","cg26805779"
"61302","cg26807340"
"61303","cg26807831"
"61304","cg26809965"
"61305","cg26810925"
"61306","cg26810966"
"61307","cg26811079"
"61308","cg26811976"
"61309","cg26812169"
"61310","cg26813458"
"61311","cg26813557"
"61312","cg26814208"
"61313","cg26815021"
"61314","cg26815404"
"61315","cg26815471"
"61316","cg26815748"
"61317","cg26816491"
"61318","cg26817564"
"61319","cg26818645"
"61320","cg26820209"
"61321","cg26821462"
"61322","cg26821823"
"61323","cg26822097"
"61324","cg26822313"
"61325","cg26823158"
"61326","cg26824826"
"61327","cg26825573"
"61328","cg26825751"
"61329","cg26827041"
"61330","cg26827413"
"61331","cg26827852"
"61332","cg26827874"
"61333","cg26827966"
"61334","cg26828742"
"61335","cg26831562"
"61336","cg26832154"
"61337","cg26833273"
"61338","cg26833449"
"61339","cg26834831"
"61340","cg26835222"
"61341","cg26835324"
"61342","cg26835374"
"61343","cg26835440"
"61344","cg26835520"
"61345","cg26835798"
"61346","cg26836175"
"61347","cg26836382"
"61348","cg26836685"
"61349","cg26836717"
"61350","cg26837870"
"61351","cg26840068"
"61352","cg26840162"
"61353","cg26840318"
"61354","cg26840672"
"61355","cg26841402"
"61356","cg26842096"
"61357","cg26844180"
"61358","cg26844954"
"61359","cg26847747"
"61360","cg26848963"
"61361","cg26850451"
"61362","cg26850754"
"61363","cg26852712"
"61364","cg26852750"
"61365","cg26852857"
"61366","cg26853340"
"61367","cg26853442"
"61368","cg26854096"
"61369","cg26855148"
"61370","cg26855234"
"61371","cg26856388"
"61372","cg26856658"
"61373","cg26858065"
"61374","cg26859211"
"61375","cg26860209"
"61376","cg26861960"
"61377","cg26862861"
"61378","cg26863013"
"61379","cg26865002"
"61380","cg26870536"
"61381","cg26870594"
"61382","cg26870865"
"61383","cg26871803"
"61384","cg26872049"
"61385","cg26873413"
"61386","cg26873488"
"61387","cg26874534"
"61388","cg26874753"
"61389","cg26874764"
"61390","cg26874916"
"61391","cg26876466"
"61392","cg26877374"
"61393","cg26879116"
"61394","cg26879538"
"61395","cg26880412"
"61396","cg26880661"
"61397","cg26880961"
"61398","cg26881268"
"61399","cg26881287"
"61400","cg26885858"
"61401","cg26886056"
"61402","cg26886411"
"61403","cg26887137"
"61404","cg26888284"
"61405","cg26888813"
"61406","cg26889343"
"61407","cg26889774"
"61408","cg26891645"
"61409","cg26891867"
"61410","cg26892120"
"61411","cg26892702"
"61412","cg26893231"
"61413","cg26893623"
"61414","cg26893684"
"61415","cg26894673"
"61416","cg26894807"
"61417","cg26895595"
"61418","cg26896717"
"61419","cg26897236"
"61420","cg26898531"
"61421","cg26899591"
"61422","cg26900509"
"61423","cg26902504"
"61424","cg26904017"
"61425","cg26904215"
"61426","cg26905010"
"61427","cg26905112"
"61428","cg26906258"
"61429","cg26907438"
"61430","cg26907672"
"61431","cg26907768"
"61432","cg26908109"
"61433","cg26908932"
"61434","cg26909864"
"61435","cg26910047"
"61436","cg26911611"
"61437","cg26911986"
"61438","cg26913527"
"61439","cg26914004"
"61440","cg26916109"
"61441","cg26916862"
"61442","cg26917899"
"61443","cg26917965"
"61444","cg26918645"
"61445","cg26919735"
"61446","cg26920294"
"61447","cg26923014"
"61448","cg26924321"
"61449","cg26924400"
"61450","cg26924822"
"61451","cg26925554"
"61452","cg26925578"
"61453","cg26926002"
"61454","cg26927544"
"61455","cg26929163"
"61456","cg26930364"
"61457","cg26930926"
"61458","cg26932054"
"61459","cg26932790"
"61460","cg26932860"
"61461","cg26932873"
"61462","cg26933865"
"61463","cg26935729"
"61464","cg26935757"
"61465","cg26936219"
"61466","cg26936577"
"61467","cg26937772"
"61468","cg26937832"
"61469","cg26937912"
"61470","cg26938474"
"61471","cg26938561"
"61472","cg26940109"
"61473","cg26940535"
"61474","cg26940751"
"61475","cg26942392"
"61476","cg26943187"
"61477","cg26944449"
"61478","cg26944780"
"61479","cg26944981"
"61480","cg26945361"
"61481","cg26945725"
"61482","cg26946223"
"61483","cg26946803"
"61484","cg26947060"
"61485","cg26948064"
"61486","cg26948949"
"61487","cg26950876"
"61488","cg26950950"
"61489","cg26951520"
"61490","cg26951706"
"61491","cg26951763"
"61492","cg26952136"
"61493","cg26953075"
"61494","cg26953096"
"61495","cg26953137"
"61496","cg26953403"
"61497","cg26954609"
"61498","cg26955859"
"61499","cg26957677"
"61500","cg26959300"
"61501","cg26961808"
"61502","cg26962295"
"61503","cg26962609"
"61504","cg26963196"
"61505","cg26963250"
"61506","cg26965779"
"61507","cg26965832"
"61508","cg26966056"
"61509","cg26966939"
"61510","cg26968087"
"61511","cg26968804"
"61512","cg26968849"
"61513","cg26968868"
"61514","cg26970316"
"61515","cg26970795"
"61516","cg26971210"
"61517","cg26971308"
"61518","cg26972408"
"61519","cg26972881"
"61520","cg26973989"
"61521","cg26974276"
"61522","cg26976888"
"61523","cg26977811"
"61524","cg26978381"
"61525","cg26978776"
"61526","cg26978960"
"61527","cg26979044"
"61528","cg26979172"
"61529","cg26979299"
"61530","cg26979829"
